表M01：按區議會分區劃分的人口特徵統計數字,,,,,
 ,,,,,
 , , ,陸上非住院人口數目,陸上非住院人口的性別比率,陸上非住院人口的年齡中位數
,,,千人,比率,(歲)
年,,,2024,2024,2024
區議會分區,性別,年齡組別,,,
北區,男性,0 - 14歲,18.1,N.A.,N.A.
北區,男性,15 - 24 歲,14.9,N.A.,N.A.
北區,男性,25 - 34歲,22.0,N.A.,N.A.
北區,男性,35 - 44歲,22.3,N.A.,N.A.
北區,男性,45 - 54歲,18.6,N.A.,N.A.
北區,男性,55 - 64歲,26.4,N.A.,N.A.
北區,男性,65歲及以上,36.0,N.A.,N.A.
北區,男性,總計,158.2,N.A.,45
北區,女性,0 - 14歲,17.2,N.A.,N.A.
北區,女性,15 - 24 歲,14.4,N.A.,N.A.
北區,女性,25 - 34歲,22.9,N.A.,N.A.
北區,女性,35 - 44歲,29.6,N.A.,N.A.
北區,女性,45 - 54歲,28.2,N.A.,N.A.
北區,女性,55 - 64歲,32.1,N.A.,N.A.
北區,女性,65歲及以上,35.7,N.A.,N.A.
北區,女性,總計,180.1,N.A.,46
北區,總計,0 - 14歲,35.4,N.A.,N.A.
北區,總計,15 - 24 歲,29.3,N.A.,N.A.
北區,總計,25 - 34歲,44.9,N.A.,N.A.
北區,總計,35 - 44歲,51.9,N.A.,N.A.
北區,總計,45 - 54歲,46.7,N.A.,N.A.
北區,總計,55 - 64歲,58.5,N.A.,N.A.
北區,總計,65歲及以上,71.7,N.A.,N.A.
北區,總計,總計,338.4,879,46
 ,,,,,
註釋：,,,,,
載於上表內的統計數字在編製過程中涉及應用人口數字。根據2021年人口普查的結果得出的最新人口基準， 2016年年中以後的人口數字已作修訂。統計表內的統計數字亦相應作出了修訂。,,,,,
數字是根據該年1月至12月進行的「綜合住戶統計調查」結果，以及年中人口估計數字而編製，可被視為反映全年的整體情況。,,,,,
「綜合住戶統計調查」涵蓋陸上非住院人口，因而並不包括 (a) 公共機構／社團院舍的住院人士；以及 (b)水上居民。陸上非住院人口約佔居港人口的99%。,,,,,
地區概覽（人口及住戶）錶板中的所有統計數字亦於下列統計表展示，以便使用者可自訂及下載有關統計數字：- 表110-06811：按區議會分區、性別及年齡劃分的陸上非住院人口數目- 表110-06831：按區議會分區及性別劃分的陸上非住院人口年齡中位數及勞動人口年齡中位數- 表110-06832：按區議會分區劃分的陸上非住院人口性別比率及勞動人口性別比率- 表130-06606：按住戶人數劃分的家庭住戶每月入息中位數- 表130-06801：按區議會分區及住戶人數劃分的家庭住戶數目- 表130-06803：按區議會分區及居所租住權劃分的家庭住戶數目- 表130-06806：按區議會分區劃分的家庭住戶平均人數及住戶每月入息中位數,,,,,
N.A. 沒有數字,,,,,
 ,,,,,
資料來源：,,,,,
綜合住戶統計調查 政府統計處社會分析及研究組(查詢電話：2887 5106查詢電郵：ghs@censtatd.gov.hk),,,,,
