表M01：按區議會分區劃分的人口特徵統計數字,,,,,
 ,,,,,
 , , ,陸上非住院人口數目,陸上非住院人口的性別比率,陸上非住院人口的年齡中位數
,,,千人,比率,(歲)
年,,,2024,2024,2024
區議會分區,性別,年齡組別,,,
黃大仙區,男性,0 - 14歲,17.2,N.A.,N.A.
黃大仙區,男性,15 - 24 歲,15.9,N.A.,N.A.
黃大仙區,男性,25 - 34歲,24.2,N.A.,N.A.
黃大仙區,男性,35 - 44歲,23.6,N.A.,N.A.
黃大仙區,男性,45 - 54歲,24.3,N.A.,N.A.
黃大仙區,男性,55 - 64歲,34.2,N.A.,N.A.
黃大仙區,男性,65歲及以上,47.7,N.A.,N.A.
黃大仙區,男性,總計,187.3,N.A.,50
黃大仙區,女性,0 - 14歲,16.2,N.A.,N.A.
黃大仙區,女性,15 - 24 歲,15.2,N.A.,N.A.
黃大仙區,女性,25 - 34歲,24.9,N.A.,N.A.
黃大仙區,女性,35 - 44歲,30.1,N.A.,N.A.
黃大仙區,女性,45 - 54歲,34.4,N.A.,N.A.
黃大仙區,女性,55 - 64歲,41.3,N.A.,N.A.
黃大仙區,女性,65歲及以上,57.3,N.A.,N.A.
黃大仙區,女性,總計,219.4,N.A.,51
黃大仙區,總計,0 - 14歲,33.4,N.A.,N.A.
黃大仙區,總計,15 - 24 歲,31.1,N.A.,N.A.
黃大仙區,總計,25 - 34歲,49.1,N.A.,N.A.
黃大仙區,總計,35 - 44歲,53.7,N.A.,N.A.
黃大仙區,總計,45 - 54歲,58.8,N.A.,N.A.
黃大仙區,總計,55 - 64歲,75.5,N.A.,N.A.
黃大仙區,總計,65歲及以上,105.1,N.A.,N.A.
黃大仙區,總計,總計,406.7,854,51
 ,,,,,
註釋：,,,,,
載於上表內的統計數字在編製過程中涉及應用人口數字。根據2021年人口普查的結果得出的最新人口基準， 2016年年中以後的人口數字已作修訂。統計表內的統計數字亦相應作出了修訂。,,,,,
數字是根據該年1月至12月進行的「綜合住戶統計調查」結果，以及年中人口估計數字而編製，可被視為反映全年的整體情況。,,,,,
「綜合住戶統計調查」涵蓋陸上非住院人口，因而並不包括 (a) 公共機構／社團院舍的住院人士；以及 (b)水上居民。陸上非住院人口約佔居港人口的99%。,,,,,
地區概覽（人口及住戶）錶板中的所有統計數字亦於下列統計表展示，以便使用者可自訂及下載有關統計數字：- 表110-06811：按區議會分區、性別及年齡劃分的陸上非住院人口數目- 表110-06831：按區議會分區及性別劃分的陸上非住院人口年齡中位數及勞動人口年齡中位數- 表110-06832：按區議會分區劃分的陸上非住院人口性別比率及勞動人口性別比率- 表130-06606：按住戶人數劃分的家庭住戶每月入息中位數- 表130-06801：按區議會分區及住戶人數劃分的家庭住戶數目- 表130-06803：按區議會分區及居所租住權劃分的家庭住戶數目- 表130-06806：按區議會分區劃分的家庭住戶平均人數及住戶每月入息中位數,,,,,
N.A. 沒有數字,,,,,
 ,,,,,
資料來源：,,,,,
綜合住戶統計調查 政府統計處社會分析及研究組(查詢電話：2887 5106查詢電郵：ghs@censtatd.gov.hk),,,,,
